M,S,1,49
L,S,29370,9897,39
M,S,29371,54
C,25734
L,S,29373,9894,31
L,B,29374,9905,20
C,26383
L,S,29376,9906,21
L,B,29377,9907,14
L,S,29378,9915,1
L,B,29379,9930,45
C,26068
L,B,29381,9912,22
L,B,29382,9891,44
M,B,29383,54
M,S,29384,58
L,S,29385,9904,28
L,B,29386,9911,47
L,S,29387,9910,24
L,S,29388,9911,13
L,B,29389,9917,31
L,B,29390,9901,33
L,B,29391,9918,50
L,S,29392,9914,47
L,S,29393,9902,29
L,B,29394,9905,12
L,B,29395,9913,21
L,S,29396,9913,10
L,B,29397,9907,25
L,B,29398,9902,26
L,B,29399,9911,29
L,S,29400,9895,5
L,B,29401,9913,44
L,S,29402,9901,22
C,25240
L,B,29404,9912,37
L,B,29405,9906,38
L,B,29406,9905,38
L,S,29407,9909,46
L,S,29408,9907,21
L,B,29409,9920,1
L,B,29410,9898,27
L,S,29411,9910,32
M,S,29412,16
L,S,29413,9908,11
C,27909
L,S,29415,9904,28
L,B,29416,9910,41
L,S,29417,9897,46
L,B,29418,9918,29
L,S,29419,9899,49
M,B,29420,42
L,S,29421,9899,19
L,S,29422,9918,10
L,S,29423,9914,46
L,B,29424,9913,28
L,B,29425,9903,13
L,S,29426,9913,32
L,S,29427,9912,21
L,B,29428,9917,2
L,S,29429,9900,27
L,S,29430,9911,42
L,S,29431,9910,44
L,B,29432,9913,23
L,S,29433,9907,49
C,24312
L,S,29435,9910,1
L,B,29436,9907,42
L,S,29437,9916,7
L,B,29438,9908,9
L,B,29439,9905,36
L,B,29440,9904,35
L,S,29441,9886,17
L,B,29442,9906,50
L,S,29443,9910,12
L,B,29444,9899,18
C,28668
L,B,29446,9903,38
L,B,29447,9892,2
C,24378
L,S,29449,9904,16
L,B,29450,9907,40
L,B,29451,9903,22
L,S,29452,9898,30
L,S,29453,9901,11
L,S,29454,9906,49
L,B,29455,9906,23
C,25823
L,B,29457,9910,38
C,26134
L,S,29459,9900,26
L,B,29460,9895,22
L,B,29461,9900,29
C,24881
L,S,29463,9896,24
M,S,29464,45
L,B,29465,9910,31
L,S,29466,9906,46
L,B,29467,9887,20
L,B,29468,9903,23
L,B,29469,9889,50
L,B,29470,9910,44
L,S,29471,9910,3
C,27692
L,B,29473,9901,35
L,S,29474,9901,22
L,B,29475,9911,34
L,S,29476,9899,50
L,B,29477,9886,2
L,S,29478,9896,22
L,S,29479,9891,41
L,S,29480,9896,2
M,S,29481,45
L,S,29482,9895,5
L,B,29483,9894,36
C,26305
L,S,29485,9901,44
L,B,29486,9907,4
L,B,29487,9901,13
L,S,29488,9885,49
L,S,29489,9896,9
L,B,29490,9905,45
L,S,29491,9903,24
L,S,29492,9900,50
L,B,29493,9900,9
L,S,29494,9917,35
L,S,29495,9911,30
L,S,29496,9880,2
L,S,29497,9883,47
L,B,29498,9886,21
L,B,29499,9897,4
L,B,29500,9897,49
L,S,29501,9895,39
M,S,29502,22
L,S,29503,9886,44
L,B,29504,9893,39
L,S,29505,9901,12
L,S,29506,9893,38
L,S,29507,9899,41
L,S,29508,9900,35
L,S,29509,9892,50
M,S,29510,48
L,B,29511,9899,48
L,S,29512,9893,29
L,B,29513,9895,47
L,B,29514,9881,39
L,B,29515,9903,27
L,S,29516,9898,13
L,B,29517,9899,47
L,S,29518,9897,24
L,B,29519,9896,28
L,S,29520,9893,35
C,25256
L,B,29522,9879,39
L,S,29523,9896,13
L,S,29524,9901,9
L,B,29525,9897,27
M,B,29526,35
L,S,29527,9894,36
M,B,29528,58
C,25699
L,B,29530,9900,23
L,S,29531,9908,13
C,26418
L,S,29533,9888,19
L,B,29534,9900,35
M,B,29535,43
M,S,29536,33
L,S,29537,9906,19
C,27693
L,S,29539,9905,50
C,27464
L,S,29541,9887,39
L,B,29542,9892,41
L,B,29543,9896,14
L,B,29544,9894,25
L,B,29545,9896,7
M,B,29546,21
L,S,29547,9893,5
L,S,29548,9888,41
M,S,29549,3
L,S,29550,9890,25
L,B,29551,9904,15
L,S,29552,9895,12
M,S,29553,11
L,B,29554,9890,38
L,B,29555,9898,13
C,27460
L,S,29557,9903,44
C,29317
M,S,29559,20
M,B,29560,13
C,29545
L,S,29562,9891,44
L,S,29563,9900,13
L,S,29564,9895,43
L,S,29565,9886,41
L,S,29566,9902,47
L,S,29567,9906,25
L,B,29568,9899,37
L,B,29569,9899,26
L,B,29570,9900,34
L,B,29571,9892,13
M,B,29572,44
M,S,29573,4
L,B,29574,9899,8
L,S,29575,9905,7
L,S,29576,9897,46
L,B,29577,9906,13
L,S,29578,9907,47
C,25945
L,B,29580,9897,2
C,28184
C,27218
L,B,29583,9895,49
L,S,29584,9895,2
M,S,29585,34
L,B,29586,9900,4
L,B,29587,9900,1
L,B,29588,9895,14
L,B,29589,9898,25
C,25197
L,B,29591,9887,24
L,S,29592,9886,20
L,B,29593,9894,48
M,S,29594,50
M,B,29595,10
L,S,29596,9885,36
C,29126
L,B,29598,9898,38
L,B,29599,9903,4
L,S,29600,9903,8
L,B,29601,9883,14
L,B,29602,9899,23
L,B,29603,9893,6
L,B,29604,9882,18
L,B,29605,9896,13
L,B,29606,9887,30
L,S,29607,9897,24
L,S,29608,9898,18
L,S,29609,9892,38
C,24532
L,B,29611,9894,41
L,S,29612,9902,13
L,B,29613,9896,4
L,B,29614,9896,9
L,S,29615,9901,25
L,S,29616,9896,13
L,S,29617,9885,43
L,S,29618,9887,22
L,B,29619,9896,3
L,S,29620,9902,27
L,B,29621,9903,12
C,27722
M,B,29623,32
L,S,29624,9905,37
L,S,29625,9913,46
L,S,29626,9895,34
M,B,29627,13
L,S,29628,9897,44
L,S,29629,9890,18
L,B,29630,9895,31
L,B,29631,9895,6
L,S,29632,9904,20
L,S,29633,9880,17
L,S,29634,9908,27
L,B,29635,9909,1
L,S,29636,9898,20
C,28407
L,S,29638,9898,22
L,B,29639,9900,10
L,S,29640,9907,31
L,S,29641,9899,49
L,S,29642,9899,3
L,B,29643,9894,42
L,B,29644,9895,6
L,S,29645,9898,32
C,28714
L,B,29647,9890,48
L,B,29648,9910,47
L,S,29649,9898,46
L,S,29650,9897,41
C,25932
L,B,29652,9889,35
L,B,29653,9895,42
L,B,29654,9900,47
L,S,29655,9895,36
L,S,29656,9897,40
L,B,29657,9902,25
L,B,29658,9895,43
C,25158
L,S,29660,9897,7
L,B,29661,9898,25
L,S,29662,9899,22
L,B,29663,9901,23
L,B,29664,9903,49
L,B,29665,9903,19
L,S,29666,9891,33
L,S,29667,9908,49
L,B,29668,9903,23
L,S,29669,9912,19
C,29100
L,B,29671,9904,29
C,25499
L,B,29673,9900,40
L,S,29674,9898,21
L,B,29675,9902,25
L,B,29676,9899,27
C,27237
L,S,29678,9894,45
M,B,29679,42
C,26877
C,26019
L,S,29682,9884,16
L,S,29683,9908,6
L,S,29684,9895,18
M,S,29685,28
L,S,29686,9898,22
L,B,29687,9898,41
L,B,29688,9890,29
L,B,29689,9899,44
L,B,29690,9895,39
L,B,29691,9884,33
L,B,29692,9893,11
L,S,29693,9897,27
L,S,29694,9889,29
L,S,29695,9901,20
L,B,29696,9889,28
L,B,29697,9899,49
L,B,29698,9892,31
C,25611
M,B,29700,48
L,S,29701,9899,27
C,25507
L,S,29703,9892,5
L,B,29704,9900,1
L,B,29705,9894,45
L,S,29706,9889,18
C,25955
L,B,29708,9894,14
C,27085
L,B,29710,9892,18
M,B,29711,15
M,B,29712,56
L,S,29713,9894,2
L,B,29714,9880,28
M,S,29715,8
L,B,29716,9896,46
L,B,29717,9895,20
L,S,29718,9900,20
L,S,29719,9887,2
L,B,29720,9895,37
L,S,29721,9885,18
L,S,29722,9899,45
L,B,29723,9898,29
L,B,29724,9884,28
C,27765
L,B,29726,9898,30
L,S,29727,9883,1
L,B,29728,9885,43
L,B,29729,9898,42
L,B,29730,9890,31
L,S,29731,9892,34
L,B,29732,9905,46
L,B,29733,9905,7
L,S,29734,9893,19
L,S,29735,9897,45
C,25959
C,28506
M,S,29738,53
C,29385
L,S,29740,9907,39
L,B,29741,9899,50
C,25098
L,S,29743,9915,4
L,B,29744,9901,27
C,24842
L,S,29746,9891,48
C,27622
L,B,29748,9898,21
L,S,29749,9895,10
L,S,29750,9894,50
C,28258
L,B,29752,9901,2
L,B,29753,9895,15
C,29567
L,B,29755,9883,2
M,S,29756,9
M,S,29757,13
L,S,29758,9893,15
L,B,29759,9890,8
L,S,29760,9897,29
C,26467
L,B,29762,9887,33
C,24783
L,B,29764,9896,6
C,29612
L,B,29766,9889,3
C,26241
M,S,29768,40
L,S,29769,9897,1
C,29198
L,B,29771,9897,26
L,B,29772,9887,12
M,S,29773,60
L,B,29774,9890,48
L,B,29775,9887,12
M,S,29776,11
M,B,29777,57
L,S,29778,9882,11
L,S,29779,9889,33
L,S,29780,9881,15
L,S,29781,9886,41
L,S,29782,9896,32
L,S,29783,9889,3
M,S,29784,21
C,27824
L,B,29786,9885,45
L,S,29787,9897,29
L,B,29788,9890,9
L,B,29789,9882,19
C,28909
L,B,29791,9882,13
C,25579
L,S,29793,9888,44
L,S,29794,9882,8
M,S,29795,8
C,28872
L,B,29797,9884,20
L,S,29798,9886,47
L,S,29799,9888,8
C,28625
L,S,29801,9894,31
L,S,29802,9888,21
L,S,29803,9878,35
L,B,29804,9884,20
C,27511
L,S,29806,9888,17
L,S,29807,9888,27
M,S,29808,50
M,B,29809,17
C,25924
L,B,29811,9891,27
L,B,29812,9894,1
L,S,29813,9896,34
L,B,29814,9880,48
L,S,29815,9886,29
L,S,29816,9892,4
L,B,29817,9886,45
L,S,29818,9889,30
L,B,29819,9886,31
L,B,29820,9899,44
L,S,29821,9884,40
M,S,29822,60
L,B,29823,9877,45
L,S,29824,9871,4
C,26274
L,B,29826,9895,31
L,S,29827,9887,36
L,S,29828,9890,13
L,S,29829,9891,22
M,S,29830,12
L,S,29831,9869,13
L,S,29832,9888,32
L,B,29833,9887,20
L,B,29834,9892,27
L,S,29835,9892,17
L,B,29836,9881,35
L,B,29837,9889,9
L,S,29838,9891,24
L,S,29839,9881,25
L,S,29840,9878,9
L,B,29841,9899,18
L,B,29842,9891,26
L,B,29843,9892,43
M,B,29844,28
C,26392
L,S,29846,9890,19
C,25950
L,S,29848,9906,17
L,S,29849,9892,34
L,S,29850,9889,28
L,B,29851,9910,36
C,25327
L,S,29853,9888,31
L,B,29854,9897,45
L,S,29855,9896,21
L,S,29856,9890,39
L,B,29857,9883,27
C,27444
L,B,29859,9900,20
L,B,29860,9890,33
M,S,29861,31
L,S,29862,9885,38
L,S,29863,9890,31
L,B,29864,9881,26
M,B,29865,36
M,S,29866,10
L,B,29867,9903,10
C,27518
L,B,29869,9901,5
L,S,29870,9892,32
C,27978
L,B,29872,9894,31
L,B,29873,9890,41
L,B,29874,9878,11
L,S,29875,9892,36
L,B,29876,9891,10
L,S,29877,9879,27
L,S,29878,9894,40
L,S,29879,9884,43
L,B,29880,9891,50
C,27677
L,S,29882,9886,15
L,B,29883,9881,48
C,27081
L,B,29885,9888,15
L,S,29886,9880,26
L,B,29887,9885,40
L,S,29888,9885,14
L,S,29889,9889,28
C,27006
L,S,29891,9891,19
L,B,29892,9886,21
L,B,29893,9883,18
L,S,29894,9896,15
L,S,29895,9895,3
L,B,29896,9892,9
L,B,29897,9884,5
L,B,29898,9890,6
L,B,29899,9893,11
M,S,29900,43
C,26041
C,28454
C,25044
M,B,29904,2
L,B,29905,9881,42
L,B,29906,9886,38
L,S,29907,9884,25
C,25406
L,S,29909,9908,50
L,B,29910,9893,24
L,B,29911,9901,48
L,B,29912,9891,16
C,25125
C,28243
L,S,29915,9883,30
L,B,29916,9902,29
M,S,29917,39
L,S,29918,9909,19
L,S,29919,9898,7
L,S,29920,9891,2
L,S,29921,9904,1
L,B,29922,9897,2
L,B,29923,9888,26
L,S,29924,9898,49
C,25853
L,B,29926,9898,50
L,B,29927,9903,38
L,B,29928,9885,50
M,B,29929,51
C,27029
L,S,29931,9900,40
L,S,29932,9892,44
L,B,29933,9890,39
L,B,29934,9878,4
L,S,29935,9894,25
L,B,29936,9889,17
L,S,29937,9887,37
L,S,29938,9887,26
L,S,29939,9879,43
L,B,29940,9882,46
M,B,29941,13
L,B,29942,9881,29
L,B,29943,9877,4
L,S,29944,9881,9
C,28189
C,26459
L,S,29947,9893,18
L,B,29948,9892,2
L,B,29949,9894,39
L,B,29950,9885,47
L,S,29951,9879,9
C,28462
L,B,29953,9896,7
L,B,29954,9893,28
L,B,29955,9883,7
L,S,29956,9894,50
L,B,29957,9880,34
L,B,29958,9889,20
L,S,29959,9900,50
C,28232
L,S,29961,9888,8
M,B,29962,42
L,S,29963,9881,31
L,S,29964,9885,32
L,S,29965,9884,28
M,B,29966,56
C,25733
L,S,29968,9898,35
L,B,29969,9906,13
L,S,29970,9884,15
L,S,29971,9885,23
L,B,29972,9901,13
L,S,29973,9884,44
C,25347
L,S,29975,9885,7
L,B,29976,9885,10
C,27551
M,B,29978,13
M,B,29979,34
L,B,29980,9889,6
L,S,29981,9891,20
C,28484
L,S,29983,9889,1
L,S,29984,9903,17
L,S,29985,9867,42
L,S,29986,9892,27
L,B,29987,9880,17
L,B,29988,9906,4
L,S,29989,9882,2
L,S,29990,9893,30
L,B,29991,9892,46
L,B,29992,9891,35
L,S,29993,9892,5
L,B,29994,9883,40
L,B,29995,9887,4
L,B,29996,9890,34
L,B,29997,9899,49
L,B,29998,9893,34
L,B,29999,9890,9
L,B,30000,9903,29
L,S,30001,9901,4
L,S,30002,9891,47
L,S,30003,9904,6
L,B,30004,9881,30
M,S,30005,37
C,24877
L,S,30007,9897,1
L,B,30008,9884,10
L,S,30009,9879,13
L,B,30010,9906,26
L,B,30011,9897,35
L,S,30012,9889,48
M,S,30013,2
C,26080
M,B,30015,8
C,27687
L,S,30017,9897,46
L,B,30018,9885,8
L,B,30019,9900,13
C,26789
L,S,30021,9890,6
L,S,30022,9894,9
L,S,30023,9886,38
L,B,30024,9893,8
C,26004
L,B,30026,9893,27
L,S,30027,9900,12
L,S,30028,9898,34
L,B,30029,9888,23
L,S,30030,9894,43
C,28178
L,S,30032,9890,45
L,S,30033,9881,8
L,B,30034,9888,41
L,B,30035,9893,24
L,S,30036,9898,8
C,28137
L,B,30038,9890,19
L,S,30039,9889,15
C,28451
L,B,30041,9895,40
L,S,30042,9888,24
L,B,30043,9878,24
L,S,30044,9894,25
L,S,30045,9896,17
L,S,30046,9892,31
L,S,30047,9894,25
L,B,30048,9890,44
L,S,30049,9895,23
C,28090
L,B,30051,9885,49
L,B,30052,9892,38
L,S,30053,9887,49
L,S,30054,9891,12
L,S,30055,9908,12
L,B,30056,9897,43
M,S,30057,50
C,26026
L,B,30059,9901,24
L,S,30060,9894,8
L,S,30061,9897,7
L,B,30062,9891,24
C,26211
L,B,30064,9890,21
L,B,30065,9896,2
L,B,30066,9908,12
L,S,30067,9886,15
L,S,30068,9885,43
L,S,30069,9893,25
C,29339
L,B,30071,9901,49
L,B,30072,9897,26
L,B,30073,9897,16
L,S,30074,9890,20
L,S,30075,9889,5
L,B,30076,9890,33
L,B,30077,9893,31
L,B,30078,9892,18
M,B,30079,31
L,B,30080,9897,40
L,B,30081,9880,37
C,25095
L,B,30083,9885,40
L,B,30084,9883,50
L,S,30085,9890,1
L,B,30086,9889,42
L,S,30087,9895,21
L,B,30088,9891,27
L,B,30089,9885,33
C,26510
L,B,30091,9895,3
L,B,30092,9888,5
M,B,30093,1
L,S,30094,9899,32
L,S,30095,9890,29
L,S,30096,9893,28
L,B,30097,9883,3
L,B,30098,9884,27
L,S,30099,9885,9
L,B,30100,9882,8
L,B,30101,9895,2
L,S,30102,9881,19
L,B,30103,9883,49
L,B,30104,9887,43
L,B,30105,9894,2
L,S,30106,9889,37
C,26655
M,S,30108,12
L,S,30109,9887,15
L,B,30110,9887,34
L,S,30111,9882,25
L,B,30112,9890,19
L,B,30113,9896,35
L,S,30114,9888,26
M,S,30115,55
L,S,30116,9893,29
M,B,30117,25
C,28173
L,B,30119,9872,24
L,S,30120,9880,1
L,S,30121,9876,31
L,S,30122,9889,13
L,B,30123,9882,34
M,B,30124,37
L,S,30125,9887,8
C,28848
L,S,30127,9882,2
L,B,30128,9897,47
L,S,30129,9896,21
L,B,30130,9880,21
M,S,30131,46
C,26186
L,S,30133,9875,33
L,B,30134,9891,19
L,S,30135,9884,26
L,S,30136,9899,37
M,B,30137,11
L,S,30138,9893,31
M,B,30139,58
M,B,30140,55
C,27839
L,S,30142,9887,42
L,B,30143,9890,28
L,S,30144,9890,17
L,S,30145,9887,33
M,S,30146,40
L,S,30147,9880,16
M,B,30148,11
L,B,30149,9894,20
L,B,30150,9893,24
L,S,30151,9879,15
L,S,30152,9884,32
L,B,30153,9892,27
L,B,30154,9881,48
L,S,30155,9882,10
L,B,30156,9881,49
M,S,30157,5
L,B,30158,9885,2
L,S,30159,9878,15
M,B,30160,46
L,S,30161,9898,32
L,B,30162,9888,15
L,B,30163,9898,47
L,S,30164,9894,9
L,B,30165,9882,10
L,S,30166,9889,44
M,S,30167,54
L,S,30168,9890,15
L,B,30169,9895,37
L,S,30170,9898,20
M,S,30171,57
L,B,30172,9888,18
L,B,30173,9883,21
L,S,30174,9899,24
L,S,30175,9879,10
L,S,30176,9899,43
L,S,30177,9881,45
L,S,30178,9894,46
L,B,30179,9883,5
L,S,30180,9881,44
L,B,30181,9876,5
L,B,30182,9885,6
L,B,30183,9880,6
L,B,30184,9885,47
L,B,30185,9887,49
L,S,30186,9886,28
L,B,30187,9899,38
L,S,30188,9891,6
C,25412
M,B,30190,26
L,S,30191,9891,16
C,26629
M,B,30193,22
L,B,30194,9898,12
C,27907
M,S,30196,16
C,27814
L,S,30198,9889,46
C,28036
L,B,30200,9898,24
M,B,30201,7
L,S,30202,9894,6
L,S,30203,9887,44
L,S,30204,9898,6
L,S,30205,9890,41
L,S,30206,9888,17
M,S,30207,37
L,S,30208,9874,29
L,S,30209,9901,31
M,B,30210,15
C,25110
C,29127
L,S,30213,9888,3
L,S,30214,9885,50
L,S,30215,9876,8
L,S,30216,9886,44
L,B,30217,9887,18
C,28968
L,S,30219,9904,29
L,B,30220,9900,28
C,27050
C,29192
M,B,30223,24
L,B,30224,9889,14
L,B,30225,9896,16
C,25924
L,S,30227,9890,45
M,B,30228,4
C,27135
L,B,30230,9897,36
L,S,30231,9902,28
L,S,30232,9891,36
L,B,30233,9886,11
L,S,30234,9883,41
L,B,30235,9879,25
M,S,30236,20
C,29548
L,S,30238,9900,37
L,S,30239,9881,19
C,28517
L,B,30241,9901,22
L,B,30242,9893,50
L,B,30243,9891,40
L,S,30244,9904,9
L,B,30245,9884,14
C,29476
L,B,30247,9889,35
L,S,30248,9897,14
L,B,30249,9890,20
L,B,30250,9882,20
L,B,30251,9896,21
M,B,30252,5
L,S,30253,9888,13
C,27598
L,B,30255,9875,36
C,29197
L,S,30257,9888,36
C,29378
C,30103
L,B,30260,9880,50
L,B,30261,9893,32
M,B,30262,43
L,S,30263,9874,21
L,S,30264,9891,36
L,B,30265,9897,13
L,B,30266,9896,30
L,S,30267,9873,29
L,S,30268,9896,26
C,25975
L,S,30270,9925,27
L,B,30271,9894,27
L,B,30272,9883,39
L,S,30273,9884,45
L,S,30274,9890,35
L,B,30275,9890,31
C,25584
L,B,30277,9888,9
C,26288
L,B,30279,9888,31
C,27089
L,S,30281,9900,41
L,B,30282,9876,5
L,B,30283,9887,27
L,B,30284,9884,37
L,S,30285,9880,17
L,S,30286,9885,27
L,S,30287,9890,13
L,B,30288,9886,36
L,B,30289,9897,35
L,S,30290,9899,9
L,B,30291,9890,48
L,B,30292,9891,1
L,S,30293,9893,5
L,S,30294,9893,48
C,26370
L,S,30296,9893,45
L,S,30297,9896,31
L,S,30298,9902,23
L,B,30299,9886,37
L,B,30300,9880,46
C,29188
L,B,30302,9890,36
L,S,30303,9888,29
L,B,30304,9889,9
L,B,30305,9892,34
M,S,30306,54
L,B,30307,9883,3
L,B,30308,9893,46
L,B,30309,9889,48
L,S,30310,9884,23
L,S,30311,9885,6
C,28964
L,S,30313,9891,36
L,B,30314,9885,18
L,B,30315,9891,15
L,B,30316,9886,19
C,28858
C,27939
L,S,30319,9888,2
L,S,30320,9890,22
L,S,30321,9888,26
L,S,30322,9892,18
L,S,30323,9898,28
C,29161
L,S,30325,9890,25
L,S,30326,9887,31
L,B,30327,9889,23
L,B,30328,9891,40
L,B,30329,9882,2
L,S,30330,9885,45
L,S,30331,9880,46
C,25320
C,26813
L,S,30334,9882,19
L,S,30335,9890,11
C,26214
L,S,30337,9886,26
L,B,30338,9874,50
L,B,30339,9894,48
L,S,30340,9894,43
L,S,30341,9892,47
L,S,30342,9880,18
L,B,30343,9898,48
L,S,30344,9891,13
L,S,30345,9888,37
M,B,30346,31
L,B,30347,9890,10
L,S,30348,9892,31
L,S,30349,9892,39
L,S,30350,9884,49
C,30170
L,B,30352,9884,24
L,B,30353,9891,29
L,B,30354,9884,15
M,B,30355,20
L,S,30356,9884,7
C,30271
L,S,30358,9902,25
L,B,30359,9891,22
L,B,30360,9890,21
L,B,30361,9885,42
M,B,30362,19
L,S,30363,9879,21
M,S,30364,49
L,S,30365,9871,7
M,S,30366,18
L,B,30367,9876,9
L,S,30368,9885,45
L,B,30369,9898,44
L,S,30370,9891,16
L,S,30371,9883,39
L,S,30372,9867,28
L,B,30373,9893,47
L,B,30374,9885,9
L,B,30375,9882,34
L,B,30376,9890,3
L,S,30377,9881,12
L,B,30378,9885,38
C,27428
M,B,30380,33
L,S,30381,9893,43
L,B,30382,9874,29
M,S,30383,27
L,B,30384,9888,42
L,B,30385,9896,25
L,S,30386,9880,42
L,S,30387,9879,21
C,29815
L,B,30389,9897,6
L,B,30390,9892,14
L,S,30391,9891,21
L,S,30392,9887,47
L,B,30393,9896,32
C,30238
L,S,30395,9887,4
L,S,30396,9878,37
L,S,30397,9900,50
M,S,30398,15
L,S,30399,9879,14
L,B,30400,9900,32
L,S,30401,9888,23
L,B,30402,9898,47
L,B,30403,9890,18
L,S,30404,9876,10
L,B,30405,9894,5
L,B,30406,9882,50
L,B,30407,9887,48
C,28119
L,S,30409,9886,39
M,S,30410,5
L,B,30411,9892,23
L,S,30412,9886,6
C,29436
L,B,30414,9890,31
L,B,30415,9900,44
L,B,30416,9896,4
M,B,30417,17
L,S,30418,9900,36
L,B,30419,9891,8
L,B,30420,9898,17
L,S,30421,9892,23
L,S,30422,9889,17
L,B,30423,9888,43
L,B,30424,9897,10
C,27487
L,S,30426,9895,29
L,B,30427,9897,5
M,B,30428,40
L,B,30429,9896,9
L,B,30430,9894,35
L,S,30431,9897,49
C,29891
C,28418
L,B,30434,9897,35
L,B,30435,9891,50
L,S,30436,9903,34
L,S,30437,9903,36
L,B,30438,9902,22
L,B,30439,9894,39
L,S,30440,9894,41
L,S,30441,9898,38
L,B,30442,9889,14
L,B,30443,9894,40
C,28962
L,S,30445,9890,30
C,28656
L,S,30447,9904,5
C,29256
L,B,30449,9903,27
C,26029
L,S,30451,9905,30
M,B,30452,24
C,26917
L,B,30454,9895,26
L,S,30455,9896,50
L,S,30456,9887,21
L,S,30457,9912,44
C,29358
L,S,30459,9903,26
L,S,30460,9897,37
L,B,30461,9892,19
L,S,30462,9902,35
L,B,30463,9900,46
L,B,30464,9888,15
C,27975
L,S,30466,9909,20
L,B,30467,9892,13
L,S,30468,9882,25
L,B,30469,9901,8
M,S,30470,21
M,S,30471,55
M,S,30472,30
L,B,30473,9906,21
L,B,30474,9908,37
M,S,30475,11
L,B,30476,9884,7
L,S,30477,9893,35
C,28174
L,S,30479,9901,46
L,B,30480,9902,14
L,S,30481,9891,15
C,28191
M,B,30483,35
L,S,30484,9900,43
L,S,30485,9894,4
L,S,30486,9899,50
C,26270
L,B,30488,9908,2
C,26653
L,S,30490,9912,31
M,S,30491,30
L,B,30492,9899,49
C,28615
L,S,30494,9895,8
L,S,30495,9894,12
L,B,30496,9912,31
L,S,30497,9911,3
L,B,30498,9918,34
L,B,30499,9901,34
L,B,30500,9911,47
C,29431
C,27018
L,S,30503,9902,22
L,S,30504,9912,47
L,S,30505,9904,44
L,B,30506,9905,44
M,B,30507,24
L,S,30508,9907,32
L,S,30509,9910,44
L,S,30510,9909,21
L,B,30511,9903,2
L,B,30512,9903,44
L,S,30513,9906,12
L,B,30514,9907,32
C,30426
L,B,30516,9908,36
L,S,30517,9901,18
L,B,30518,9894,49
L,S,30519,9895,40
L,B,30520,9901,28
C,27231
L,S,30522,9895,4
C,30519
L,B,30524,9898,14
L,S,30525,9907,42
L,B,30526,9905,44
L,S,30527,9908,9
L,B,30528,9896,31
C,27374
L,S,30530,9899,43
L,B,30531,9905,21
L,B,30532,9897,24
L,B,30533,9899,26
L,B,30534,9907,37
L,B,30535,9915,29
L,S,30536,9926,22
L,B,30537,9897,14
C,28772
L,B,30539,9892,15
L,B,30540,9898,34
L,S,30541,9896,48
L,S,30542,9901,30
L,S,30543,9901,26
C,28049
L,S,30545,9919,36
L,B,30546,9908,17
L,B,30547,9907,3
C,29465
L,S,30549,9908,50
C,29400
L,S,30551,9909,11
M,S,30552,37
L,S,30553,9903,44
L,S,30554,9893,39
L,S,30555,9905,48
L,B,30556,9898,15
L,B,30557,9900,28
L,S,30558,9906,1
L,S,30559,9908,20
L,B,30560,9894,10
L,B,30561,9912,6
L,S,30562,9902,22
L,B,30563,9903,12
L,S,30564,9900,5
C,27056
L,S,30566,9911,42
L,S,30567,9912,7
L,S,30568,9926,21
L,S,30569,9890,41
L,B,30570,9917,38
L,B,30571,9908,47
L,S,30572,9903,33
L,B,30573,9909,16
C,27571
L,B,30575,9907,7
C,26841
L,B,30577,9901,43
C,26650
L,S,30579,9909,33
L,B,30580,9909,37
M,B,30581,5
L,B,30582,9889,43
L,S,30583,9894,19
L,B,30584,9901,47
C,26432
C,26701
L,B,30587,9902,15
L,B,30588,9912,25
C,26404
M,B,30590,32
L,S,30591,9907,12
L,S,30592,9906,1
L,B,30593,9902,46
L,B,30594,9895,9
M,S,30595,37
C,28759
L,B,30597,9915,41
L,B,30598,9897,31
C,28767
L,S,30600,9891,34
L,B,30601,9904,9
L,B,30602,9902,47
L,S,30603,9908,17
L,S,30604,9916,44
L,B,30605,9896,43
L,S,30606,9904,45
L,B,30607,9908,40
L,B,30608,9912,19
L,B,30609,9904,2
L,S,30610,9898,31
L,S,30611,9902,34
L,B,30612,9916,48
C,27416
M,B,30614,50
L,S,30615,9910,49
L,S,30616,9906,5
M,B,30617,34
M,S,30618,39
M,B,30619,56
L,S,30620,9913,40
L,B,30621,9906,24
L,B,30622,9910,15
L,S,30623,9907,46
L,S,30624,9912,47
L,S,30625,9908,38
L,B,30626,9903,32
M,S,30627,25
C,25790
L,S,30629,9911,49
L,B,30630,9899,20
L,S,30631,9900,6
L,B,30632,9909,1
L,B,30633,9906,43
L,B,30634,9912,37
L,S,30635,9903,33
M,B,30636,31
L,S,30637,9914,46
L,B,30638,9908,10
L,B,30639,9897,3
L,B,30640,9921,14
L,B,30641,9906,13
L,B,30642,9909,35
L,B,30643,9902,26
L,B,30644,9914,5
C,26674
L,S,30646,9896,24
L,S,30647,9908,44
C,25762
L,B,30649,9915,18
L,S,30650,9915,4
L,B,30651,9911,50
M,S,30652,11
L,B,30653,9923,24
L,S,30654,9906,5
L,S,30655,9905,24
C,27463
C,27168
L,S,30658,9899,16
L,B,30659,9909,42
M,B,30660,11
L,B,30661,9907,47
L,B,30662,9905,8
M,B,30663,9
L,S,30664,9918,21
C,26942
L,S,30666,9921,50
L,B,30667,9914,14
L,S,30668,9920,11
L,B,30669,9931,31
M,B,30670,53
L,S,30671,9904,49
L,S,30672,9919,33
L,B,30673,9920,18
L,S,30674,9926,15
